fid,area,area_unit,roll_number,lot_blk_plan,assessment_value,legal,lot,block,plan,house_number,house_half,street_name,street_address,lot_blk_plan_code,short_roll_number,subdivision,street_number,route,locality,administrative_area_level_1,administrative_area_level_2,country,postal_code,latitude,longitude
1455649,694.61635050,Metres,22301050000,Lot: Unit 51 Block: Condo Pl Plan: 112 2271,"$539,660.00","",Unit 51,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 51-Condo Pl-112 2271,301050,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455651,587.96120747,Metres,22301064000,Lot: Unit 65 Block: Condo Pl Plan: 112 2271,"$468,400.00","",Unit 65,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 65-Condo Pl-112 2271,301064,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455653,636.20673740,Metres,22301013000,Lot: Unit 14 Block: Condo Pl Plan: 112 2271,"$473,530.00","",Unit 14,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 14-Condo Pl-112 2271,301013,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455655,915.44881953,Metres,22301008000,Lot: Unit 9 Block: Condo Pl Plan: 112 2271,"$679,270.00","",Unit 9,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 9-Condo Pl-112 2271,301008,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455657,705.53629750,Metres,22301072000,Lot: Unit 73 Block: Condo Pl Plan: 112 2271,"$610,520.00","",Unit 73,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 73-Condo Pl-112 2271,301072,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455659,539.49746801,Metres,22301060000,Lot: Unit 61 Block: Condo Pl Plan: 112 2271,"$466,960.00","",Unit 61,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 61-Condo Pl-112 2271,301060,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455661,594.488038,Metres,22301016000,Lot: Unit 17 Block: Condo Pl Plan: 112 2271,"$142,830.00","",Unit 17,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 17-Condo Pl-112 2271,301016,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455663,993.98686288,Metres,22301022000,Lot: Unit 23 Block: Condo Pl Plan: 112 2271,"$680,630.00","",Unit 23,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 23-Condo Pl-112 2271,301022,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455665,974.98863392,Metres,22301047000,Lot: Unit 48 Block: Condo Pl Plan: 112 2271,"$234,260.00","",Unit 48,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 48-Condo Pl-112 2271,301047,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455667,1028.18298078,Metres,22301046000,Lot: Unit 47 Block: Condo Pl Plan: 112 2271,"$636,550.00","",Unit 47,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 47-Condo Pl-112 2271,301046,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455669,713.59541552,Metres,22301028000,Lot: Unit 29 Block: Condo Pl Plan: 112 2271,"$492,110.00","",Unit 29,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 29-Condo Pl-112 2271,301028,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455671,671.02018550,Metres,22301039000,Lot: Unit 40 Block: Condo Pl Plan: 112 2271,"$585,130.00","",Unit 40,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 40-Condo Pl-112 2271,301039,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455673,685.16434235,Metres,22301011000,Lot: Unit 12 Block: Condo Pl Plan: 112 2271,"$612,470.00","",Unit 12,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 12-Condo Pl-112 2271,301011,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455675,955.44780279,Metres,22301036000,Lot: Unit 37 Block: Condo Pl Plan: 112 2271,"$672,110.00","",Unit 37,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 37-Condo Pl-112 2271,301036,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455677,599.72124699,Metres,22301005000,Lot: Unit 6 Block: Condo Pl Plan: 112 2271,"$511,700.00","",Unit 6,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 6-Condo Pl-112 2271,301005,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455679,670.74718954,Metres,22301023000,Lot: Unit 24 Block: Condo Pl Plan: 112 2271,"$513,300.00","",Unit 24,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 24-Condo Pl-112 2271,301023,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455681,539.117066,Metres,22301058000,Lot: Unit 59 Block: Condo Pl Plan: 112 2271,"$516,170.00","",Unit 59,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 59-Condo Pl-112 2271,301058,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455683,777.77290177,Metres,22301037000,Lot: Unit 38 Block: Condo Pl Plan: 112 2271,"$660,020.00","",Unit 38,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 38-Condo Pl-112 2271,301037,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455685,682.045516,Metres,22301027000,Lot: Unit 28 Block: Condo Pl Plan: 112 2271,"$590,560.00","",Unit 28,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 28-Condo Pl-112 2271,301027,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455687,696.95122137,Metres,22301029000,Lot: Unit 30 Block: Condo Pl Plan: 112 2271,"$167,460.00","",Unit 30,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 30-Condo Pl-112 2271,301029,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455689,589.03136935,Metres,22301057000,Lot: Unit 58 Block: Condo Pl Plan: 112 2271,"$513,790.00","",Unit 58,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 58-Condo Pl-112 2271,301057,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455691,681.862767,Metres,22301032000,Lot: Unit 33 Block: Condo Pl Plan: 112 2271,"$501,070.00","",Unit 33,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 33-Condo Pl-112 2271,301032,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455693,539.92732148,Metres,22301068000,Lot: Unit 69 Block: Condo Pl Plan: 112 2271,"$531,940.00","",Unit 69,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 69-Condo Pl-112 2271,301068,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455695,583.19920131,Metres,22301067000,Lot: Unit 68 Block: Condo Pl Plan: 112 2271,"$474,870.00","",Unit 68,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 68-Condo Pl-112 2271,301067,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455697,594.98409450,Metres,22301018000,Lot: Unit 19 Block: Condo Pl Plan: 112 2271,"$479,800.00","",Unit 19,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 19-Condo Pl-112 2271,301018,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455699,661.937185,Metres,22301042000,Lot: Unit 43 Block: Condo Pl Plan: 112 2271,"$159,030.00","",Unit 43,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 43-Condo Pl-112 2271,301042,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455701,579.02102543,Metres,22301002000,Lot: Unit 3 Block: Condo Pl Plan: 112 2271,"$497,220.00","",Unit 3,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 3-Condo Pl-112 2271,301002,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455703,539.72178149,Metres,22301070000,Lot: Unit 71 Block: Condo Pl Plan: 112 2271,"$476,400.00","",Unit 71,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 71-Condo Pl-112 2271,301070,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455705,914.77503406,Metres,22301007000,Lot: Unit 8 Block: Condo Pl Plan: 112 2271,"$219,820.00","",Unit 8,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 8-Condo Pl-112 2271,301007,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455707,615.094204,Metres,22301071000,Lot: Unit 72 Block: Condo Pl Plan: 112 2271,"$472,430.00","",Unit 72,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 72-Condo Pl-112 2271,301071,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455709,1024.43004635,Metres,22301034000,Lot: Unit 35 Block: Condo Pl Plan: 112 2271,"$741,900.00","",Unit 35,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 35-Condo Pl-112 2271,301034,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455711,1050.74817452,Metres,22301021000,Lot: Unit 22 Block: Condo Pl Plan: 112 2271,"$777,680.00","",Unit 22,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 22-Condo Pl-112 2271,301021,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455713,576.970778,Metres,22301051000,Lot: Unit 52 Block: Condo Pl Plan: 112 2271,"$519,230.00","",Unit 52,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 52-Condo Pl-112 2271,301051,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455715,639.90002155,Metres,22301003000,Lot: Unit 4 Block: Condo Pl Plan: 112 2271,"$153,850.00","",Unit 4,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 4-Condo Pl-112 2271,301003,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455717,996.57942245,Metres,22301045000,Lot: Unit 46 Block: Condo Pl Plan: 112 2271,"$711,210.00","",Unit 46,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 46-Condo Pl-112 2271,301045,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455719,645.15976196,Metres,22301010000,Lot: Unit 11 Block: Condo Pl Plan: 112 2271,"$462,030.00","",Unit 11,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 11-Condo Pl-112 2271,301010,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455721,989.85744773,Metres,22301020000,Lot: Unit 21 Block: Condo Pl Plan: 112 2271,"$833,810.00","",Unit 21,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 21-Condo Pl-112 2271,301020,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455723,684.56514762,Metres,22301012000,Lot: Unit 13 Block: Condo Pl Plan: 112 2271,"$513,820.00","",Unit 13,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 13-Condo Pl-112 2271,301012,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455725,682.19892201,Metres,22301026000,Lot: Unit 27 Block: Condo Pl Plan: 112 2271,"$537,960.00","",Unit 27,Condo Pl,112 2271,2715,"",73 Avenue,2715 73 Avenue,Unit 27-Condo Pl-112 2271,301026,City of Lloydminster,2715,73 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3K3,53.2635425,-110.0516248
1455727,29156.82157922,Metres,"","","$124,140.00","","","","","","","", ,--,"",City of Lloydminster,,,Lloydminster,Alberta,Division No. 10,Canada,,53.2779625,-110.0061451
1456222,13.656190,Metres,12070500000,Lot:NW Block:SEC 26 Plan:T49-R28-W3,"$473,430.00","",NW,SEC 26,T49-R28-W3,47,"",25 Street,47 25 Street,NW-SEC 26-T49-R28-W3,070500,City of Lloydminster,,25 Street,Lloydminster,,,Canada,,53.25973,-110.0142041
1456224,590.58442451,Metres,12077067000,Lot:  Block: MB6 Plan: 102054406,"$19,030.00","","",MB6,102054406,4491,"",25 Street,4491 25 Street,-MB6-102054406,077067,City of Lloydminster,4491,25 Street,Lloydminster,Alberta,Division No. 10,Canada,,53.2597214,-110.0059862
1456228,1550.72140199,Metres,12070500000,Lot:NW Block:SEC 26 Plan:T49-R28-W3,"$473,430.00","",NW,SEC 26,T49-R28-W3,47,"",25 Street,47 25 Street,NW-SEC 26-T49-R28-W3,070500,City of Lloydminster,,25 Street,Lloydminster,,,Canada,,53.25973,-110.0142041
1456230,536.42734946,Metres,12077066000,Lot:  Block: MB 5 Plan: 102054406,"$4,680.00","","",MB5,102054406,4498,"",25 Street,4498 25 Street,-MB5-102054406,077066,City of Lloydminster,4498,25 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,,53.2596305,-110.0041548
1456397,17194.50307644,Metres,22183303000,Lot:26MR Block:6 Plan:112 2718,"$316,140.00","",26MR,6,112 2718,6810,"",35 Street,6810 35 Street,26MR-6-112 2718,183303,City of Lloydminster,6810,35 Street,Lloydminster,Alberta,Division No. 10,Canada,T9V 3J2,53.268959,-110.0440754
1456399,32186.43715155,Metres,22183302000,Lot:27 Block:6 Plan:112 2718,"$17,493,280.00","",27,6,112 2718,6524,"",35 Street,6524 35 Street,27-6-112 2718,183302,City of Lloydminster,6524,35 Street,Lloydminster,Alberta,Division No. 10,Canada,T9V 3J2,53.2689732,-110.0422619
1461554,4724.68735501,Metres,22165334000,Lot:19 Block:3 Plan:112 2990,"$2,425,030.00","",19,3,112 2990,4203,"",70 Avenue,4203 70 Avenue,19-3-112 2990,165334,City of Lloydminster,4203,70 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3L9,53.2753502,-110.0468619
1461602,7982.90122787,Metres,21181120000,Lot:17 Block:2 Plan:112 2845,"$2,219,440.00","",17,2,112 2845,6405,"",66 Street,6405 66 Street,17-2-112 2845,181120,City of Lloydminster,6405,66 Street,Blackfoot,Alberta,Division No. 10,Canada,T0B 0L0,53.3013317,-110.0454291
1461604,5062.78739451,Metres,21181121000,Lot:16 Block:2 Plan:112 2845,"$1,822,130.00","",16,2,112 2845,6302,"",63 Street Close,6302 63 Street Close,16-2-112 2845,181121,City of Lloydminster,6302,63 Street,Lloydminster,Alberta,Division No. 10,Canada,T9V 2E6,53.3014889,-110.0161132
1461606,8340.61492691,Metres,21181118000,Lot:21 Block:2 Plan:112 5570,"$2,018,370.00","",21,2,112 5570,6673,"",66 Street,6673 66 Street,21-2-112 5570,181118,City of Lloydminster,6673,66 Street,Blackfoot,Alberta,Division No. 10,Canada,T0B 0L0,53.30134810000001,-110.0447855
1461608,9780.38531452,Metres,21181123000,Lot:14A Block:2 Plan:132 0028,"$1,415,460.00","",14A,2,132 0028,6544,"",63 Street Close,6544 63 Street Close,14A-2-132 0028,181123,City of Lloydminster,6544,63 Street,Lloydminster,Alberta,Division No. 10,Canada,T9V 2E6,53.3014889,-110.0161132
1461610,6078.40565217,Metres,21181124000,Lot:13A Block:2 Plan:132 0028,"$1,223,650.00","",13A,2,132 0028,6643,"",63 Street Close,6643 63 Street Close,13A-2-132 0028,181124,City of Lloydminster,6643,63 Street,Lloydminster,Alberta,Division No. 10,Canada,T9V 2E7,53.301469,-110.0160961
1461612,6809.46390028,Metres,21181125000,Lot:12 Block:2 Plan:112 2845,"$1,140,680.00","",12,2,112 2845,6619,"",63 Street Close,6619 63 Street Close,12-2-112 2845,181125,City of Lloydminster,6619,63 Street,Lloydminster,Alberta,Division No. 10,Canada,T9V 2E7,53.301469,-110.0160961
1461614,6879.27308844,Metres,21181126000,Lot:11 Block:2 Plan:112 2845,"$1,585,040.00","",11,2,112 2845,6609,"",63 Street Close,6609 63 Street Close,11-2-112 2845,181126,City of Lloydminster,6609,63 Street,Lloydminster,Alberta,Division No. 10,Canada,T9V 2E7,53.301469,-110.0160961
1461616,4097.31731999,Metres,21181127000,Lot:10 Block:2 Plan:112 2845,"$970,060.00","",10,2,112 2845,6511,"",63 Street Close,6511 63 Street Close,10-2-112 2845,181127,City of Lloydminster,6511,63 Street,Lloydminster,Alberta,Division No. 10,Canada,T9V 2E7,53.301469,-110.0160961
1461618,4096.39059999,Metres,21181128000,Lot:9 Block:2 Plan:112 2845,"$1,423,810.00","",9,2,112 2845,6415,"",63 Street Close,6415 63 Street Close,9-2-112 2845,181128,City of Lloydminster,6415,63 Street,Lloydminster,Alberta,Division No. 10,Canada,T9V 2E7,53.301469,-110.0160961
1461620,4095.674938,Metres,21181129000,Lot:8 Block:2 Block:112 2845,"$972,260.00","",8,2,112 2845,6371,"",63 Street Close,6371 63 Street Close,8-2-112 2845,181129,City of Lloydminster,6371,63 Street,Lloydminster,Alberta,Division No. 10,Canada,T9V 2E7,53.301469,-110.0160961
1461626,10123.26647328,Metres,21181119000,Lot:18 Block:2 Plan:112 2845,"$2,247,080.00","",18,2,112 2845,6451,"",66 Street,6451 66 Street,18-2-112 2845,181119,City of Lloydminster,6451,66 Street,Blackfoot,Alberta,Division No. 10,Canada,T0B 0L0,53.30134810000001,-110.0447855
1468122,566.09392001,Metres,22190345000,Lot: 9 Block: 61 Plan: 112 3869,"$488,930.00","",9,61,112 3869,1710,"",56 Avenue,1710 56 Avenue,9-61-112 3869,190345,City of Lloydminster,1710,56 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 2W5,53.2539516,-110.0243903
1468123,565.84863149,Metres,22190344000,Lot: 8 Block: 61 Plan: 112 3869,"$491,000.00","",8,61,112 3869,1708,"",56 Avenue,1708 56 Avenue,8-61-112 3869,190344,City of Lloydminster,1708,56 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 2W5,53.2539516,-110.0243903
1468124,539.55540550,Metres,22190351000,Lot: 14 Block: 61 Plan: 112 3869,"$409,550.00","",14,61,112 3869,1808,"",56 Avenue,1808 56 Avenue,14-61-112 3869,190351,City of Lloydminster,1808,56 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 2W5,53.2539516,-110.0243903
1468125,539.31221908,Metres,22190340000,Lot: 4 Block: 61 Plan: 112 3869,"$429,490.00","",4,61,112 3869,1608,"",56 Avenue,1608 56 Avenue,4-61-112 3869,190340,City of Lloydminster,1608,56 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3L3,53.25219500000001,-110.022518
1468126,581.99203249,Metres,22190386000,Lot: 188 Block: 54 Plan: 112 3869,"$504,500.00","",188,54,112 3869,1705,"",56 Avenue,1705 56 Avenue,188-54-112 3869,190386,City of Lloydminster,1705,56 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3L3,53.252966,-110.022542
1468127,869.05939484,Metres,22190383000,Lot: 185 Block: 54 Plan: 112 3869,"$634,170.00","",185,54,112 3869,1607,"",56 Avenue,1607 56 Avenue,185-54-112 3869,190383,City of Lloydminster,1607,56 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3L3,53.252897,-110.021623
1468128,564.26646253,Metres,22190343000,Lot: 7 Block: 61 Plan: 112 3869,"$430,080.00","",7,61,112 3869,1706,"",56 Avenue,1706 56 Avenue,7-61-112 3869,190343,City of Lloydminster,1706,56 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 2W5,53.2539516,-110.0243903
1468129,559.80511542,Metres,22190341000,Lot: 5 Block: 61 Plan: 112 3869,"$394,470.00","",5,61,112 3869,1702,"",56 Avenue,1702 56 Avenue,5-61-112 3869,190341,City of Lloydminster,1702,56 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 2W5,53.2539516,-110.0243903
1468130,538.94400599,Metres,22190348000,Lot: 12 Block: 61 Plan: 112 3869,"$444,920.00","",12,61,112 3869,1804,"",56 Avenue,1804 56 Avenue,12-61-112 3869,190348,City of Lloydminster,1804,56 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 2W5,53.2539516,-110.0243903
1468131,539.426263,Metres,22190353000,Lot: 16 Block: 61 Plan: 112 3869,"$417,140.00","",16,61,112 3869,1904,"",56 Avenue,1904 56 Avenue,16-61-112 3869,190353,City of Lloydminster,1904,56 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 1K8,53.2713543,-110.020275
1468132,575.586943,Metres,22190381000,Lot: 183 Block: 54 Plan: 112 3869,"$600,000.00","",183,54,112 3869,1603,"",56 Avenue,1603 56 Avenue,183-54-112 3869,190381,City of Lloydminster,1603,56 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3L3,53.25254100000001,-110.021535
1468133,814.87636604,Metres,22190385000,Lot: 187 Block: 54 Plan: 112 3869,"$576,220.00","",187,54,112 3869,1703,"",56 Avenue,1703 56 Avenue,187-54-112 3869,190385,City of Lloydminster,1703,56 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 3L3,53.25303,-110.022257
1468134,550.74705718,Metres,22190342000,Lot: 6 Block: 61 Plan: 112 3869,"$386,270.00","",6,61,112 3869,1704,"",56 Avenue,1704 56 Avenue,6-61-112 3869,190342,City of Lloydminster,1704,56 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 2W5,53.2539516,-110.0243903
1468135,607.84604327,Metres,22190389000,Lot: 191 Block: 54 Plan: 112 3869,"$512,050.00","",191,54,112 3869,1803,"",56 Avenue,1803 56 Avenue,191-54-112 3869,190389,City of Lloydminster,1803,56 Avenue,Lloydminster,Alberta,Division No. 10,Canada,T9V 2W5,53.2539344,-110.0243661
1468136,5122.51353050,Metres,22190355000,Lot: 181MR Block: 54 Plan: 112 3869,"$550,980.00","",181MR,54,112 3869,5512,"",16 Street,5512 16 Street,181MR-54-112 3869,190355,City of Lloydminster,5512,16 Street,Lloydminster,Alberta,Division No. 10,Canada,T9V 3L3,53.25341100000001,-110.021639
