roll,legal,address,land_area,land_area_unit,subdivision,zoning,linc_number,market_land_site_area,market_land_site_area_unit,year_of_assessment,assessment_value,street_number,route,locality,administrative_area_level_1,administrative_area_level_2,country,postal_code,latitude,longitude
2433000,SE-6-58-24-4,,149.95,Acres,Sturgeon County,URBAN FRINGE,,0.00,Acres,2014,"31,160",,,,,,,,,
2433001,SE-6-58-24-4,24514 TWP RD 580,10.05,Acres,Sturgeon County,URBAN FRINGE,0023180011,3.00,Acres,2014,"266,420",24514,Township Road 580,Busby,Alberta,Division No. 13,Canada,T0G 0H0,53.9781122,-113.9136694
2434000,SW-6-58-24-4,,160.00,Acres,Sturgeon County,URBAN FRINGE,,0.00,Acres,2014,"44,280",,,,,,,,,
2435000,NW-6-58-24-4,58031 RGE RD 250,160.00,Acres,Sturgeon County,AGRICULTURE,0023180003,3.00,Acres,2014,"448,260",58031,Range Road 250,Legal,Alberta,Division No. 11,Canada,T0G 1L0,53.8114843,-113.5705821
2436000,NE-6-58-24-4,,157.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"37,870",,,,,,,,,
2436001,NE-6-58-24-4,58018 RGE RD 245,3.00,Acres,Sturgeon County,AGRICULTURE,0011708963,3.00,Acres,2014,"359,870",58018,Range Road 245,Legal,Alberta,Division No. 11,Canada,T0G 1L0,53.77911599999999,-113.5458967
2437000,SE-7-58-24-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"45,280",,,,,,,,,
2438000,SW-7-58-24-4,58105A RGE RD 250,160.00,Acres,Sturgeon County,AGRICULTURE,0023175509,3.00,Acres,2014,"455,660",,Range Road 250,,,,Canada,,53.6661779,-113.5411573
2439000,9921559 1 NW-7-58-24-4,24523 TWP RD 582,2.99,Acres,Sturgeon County,AGRICULTURE,0027899186,2.99,Acres,2014,"231,130",,Township Road 582,,Alberta,Division No. 11,Canada,,54.0072601,-113.483822
2439001,NW-7-58-24-4,24523 TWP RD 582,157.01,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"39,180",,Township Road 582,,Alberta,Division No. 11,Canada,,54.0072601,-113.483822
2440000,NE-7-58-24-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"36,980",,,,,,,,,
2441000,SE-8-58-24-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"32,610",,,,,,,,,
2442000,SW-8-58-24-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"38,230",,,,,,,,,
2443000,1221562 1 1 NW-8-58-24-4,24425 TWP RD 582,79.72,Acres,Sturgeon County,AGRICULTURE,0035188887,3.00,Acres,2014,"746,700",,Township Road 582,,Alberta,Division No. 11,Canada,,54.0072601,-113.483822
2444000,NE-8-58-24-4,,157.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"35,620",,,,,,,,,
2444001,NE-8-58-24-4,24405 TWP RD 582,3.00,Acres,Sturgeon County,AGRICULTURE,0013220356,3.00,Acres,2014,"344,640",,Township Road 582,,Alberta,Division No. 11,Canada,,54.0072601,-113.483822
2445000,SE-9-58-24-4,,79.50,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"15,210",,,,,,,,,
2445002,SE-9-58-24-4,,77.03,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"14,730",,,,,,,,,
2446000,SW-9-58-24-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"32,550",,,,,,,,,
2447000,NW-9-58-24-4,24319 TWP RD 582,160.00,Acres,Sturgeon County,AGRICULTURE,0017351164,3.00,Acres,2014,"298,830",,Township Road 582,,Alberta,Division No. 11,Canada,,54.0072601,-113.483822
2448000,NE-9-58-24-4,,159.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"33,540",,,,,,,,,
2449000,SE-10-58-24-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"27,550",,,,,,,,,
2450000,SW-10-58-24-4,58103 RGE RD 243,156.00,Acres,Sturgeon County,AGRICULTURE,0022949861,3.00,Acres,2014,"169,680",,Range Road 243,Legal,Alberta,Division No. 11,Canada,T0G 1L0,53.978175,-113.496254
2450001,SW-10-58-24-4,,3.00,Acres,Sturgeon County,AGRICULTURE,,3.00,Acres,2014,"105,000",,,,,,,,,
2451000,NW-10-58-24-4,,159.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"19,360",,,,,,,,,
2452000,NE-10-58-24-4,,144.38,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"24,880",,,,,,,,,
2452001,9420640 1 NE-10-58-24-4,58128 RGE RD 242,15.62,Acres,Sturgeon County,AGRICULTURE,0025943656,3.00,Acres,2014,"402,870",,Range Road 242,,Alberta,Division No. 11,Canada,,53.876389,-113.4713611
2453000,SE-11-58-24-4,58108 RGE RD 241,80.00,Acres,Sturgeon County,AGRICULTURE,0017471533,3.00,Acres,2014,"232,050",,Range Road 241,,Alberta,Division No. 11,Canada,,53.81813,-113.446457
2453001,0724787 1 1 SE-11-58-24-4,58114 RGE RD 241,4.99,Acres,Sturgeon County,AGRICULTURE,0032423311,3.00,Acres,2014,"461,890",,Range Road 241,,Alberta,Division No. 11,Canada,,53.81813,-113.446457
2454000,1422860 1 1 SW-11-58-24-4,58115 RGE RD 242,79.82,Acres,Sturgeon County,AGRICULTURE,0036196947,3.00,Acres,2014,"258,370",,Range Road 242,,Alberta,Division No. 11,Canada,,53.876389,-113.4713611
2456000,NE-11-58-24-4,58128 RGE RD 241,77.02,Acres,Sturgeon County,AGRICULTURE,0033829417,3.00,Acres,2014,"411,000",,Range Road 241,,Alberta,Division No. 11,Canada,,53.81813,-113.446457
2456001,NE-11-58-24-4,24113 TWP RD 582,72.94,Acres,Sturgeon County,AGRICULTURE,,3.00,Acres,2014,"359,360",,Township Road 582,,Alberta,Division No. 11,Canada,,54.0072601,-113.483822
2456002,9523909 1 NE-11-58-24-4,24113 TWP RD 582,6.77,Acres,Sturgeon County,AGRICULTURE,0026495995,6.77,Acres,2014,"405,760",,Township Road 582,,Alberta,Division No. 11,Canada,,54.0072601,-113.483822
2457000,1224756 1 3 SE-12-58-24-4,58102 RGE RD 240,7.24,Acres,Sturgeon County,AGRICULTURE,0035466953,3.00,Acres,2014,"207,230",,Range Road 240,,Alberta,Division No. 11,Canada,,53.77458050000001,-113.4212854
2457001,9822911 1 SE-12-58-24-4,58102 RGE RD 240,4.08,Acres,Sturgeon County,AGRICULTURE,,4.08,Acres,2014,"159,300",,Range Road 240,,Alberta,Division No. 11,Canada,,53.77458050000001,-113.4212854
2458000,SW-12-58-24-4,58115 RGE RD 241,160.00,Acres,Sturgeon County,AGRICULTURE,0019711936,3.00,Acres,2014,"256,370",,Range Road 241,,Alberta,Division No. 11,Canada,,53.81813,-113.446457
2459000,NW-12-58-24-4,,80.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"8,200",,,,,,,,,
2459001,NW-12-58-24-4,24023 TWP RD 582,79.17,Acres,Sturgeon County,AGRICULTURE,0018653353,0.00,Acres,2014,"3,960",,Township Road 582,,Alberta,Division No. 11,Canada,,54.0072601,-113.483822
2460000,0824866 1 3 NE-12-58-24-4,58122 RGE RD 240,65.93,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"4,730",,Range Road 240,,Alberta,Division No. 11,Canada,,53.77458050000001,-113.4212854
2461000,SE-13-58-24-4,,143.30,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"13,360",,,,,,,,,
2461001,SE-13-58-24-4,58208 RGE RD 240,16.70,Acres,Sturgeon County,AGRICULTURE,0012428991,3.00,Acres,2014,"362,750",,Range Road 240,,Alberta,Division No. 11,Canada,,53.77458050000001,-113.4212854
2462000,SW-13-58-24-4,24028 TWP RD 582,154.61,Acres,Sturgeon County,AGRICULTURE,0031301401,3.00,Acres,2014,"718,770",,Township Road 582,,Alberta,Division No. 11,Canada,,54.0072601,-113.483822
2463000,NW-13-58-24-4,58229 RGE RD 241,160.00,Acres,Sturgeon County,AGRICULTURE,0023179344,3.00,Acres,2014,"316,700",,Range Road 241,,Alberta,Division No. 11,Canada,,53.81813,-113.446457
2464000,NE-13-58-24-4,58220 RGE RD 240,160.00,Acres,Sturgeon County,AGRICULTURE,0010174761,3.00,Acres,2014,"328,770",,Range Road 240,,Alberta,Division No. 11,Canada,,53.77458050000001,-113.4212854
2465000,SE-14-58-24-4,,78.73,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"8,290",,,,,,,,,
2465001,SE-14-58-24-4,,80.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"9,330",,,,,,,,,
2466000,SW-14-58-24-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"19,730",,,,,,,,,
2467000,NW-14-58-24-4,58227 RGE RD 242,160.00,Acres,Sturgeon County,AGRICULTURE,0013144415,3.00,Acres,2014,"401,460",,Range Road 242,,Alberta,Division No. 11,Canada,,53.876389,-113.4713611
2468000,NE-14-58-24-4,,80.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"11,540",,,,,,,,,
2469000,NE-14-58-24-4,,80.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"9,940",,,,,,,,,
2470000,SE-15-58-24-4,N1300 & N1305 = R.A.P.,157.28,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"29,810",99,Malette Road,West Nipissing,Ontario,Nipissing District,Canada,P2B 2M7,46.3299001,-79.9410611
2470001,0120205 1 SE-15-58-24-4,24216 TWP RD 582,2.72,Acres,Sturgeon County,AGRICULTURE,0028718195,2.72,Acres,2014,"350,780",,Township Road 582,,Alberta,Division No. 11,Canada,,54.0072601,-113.483822
2471000,SW-15-58-24-4,,159.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"17,130",,,,,,,,,
2472000,NW-15-58-24-4,,158.28,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"20,180",,,,,,,,,
2473000,NE-15-58-24-4,58218 RGE RD 242,160.00,Acres,Sturgeon County,AGRICULTURE,0023181431,3.00,Acres,2014,"335,030",,Range Road 242,,Alberta,Division No. 11,Canada,,53.876389,-113.4713611
2474000,SE-16-58-24-4,,159.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"25,370",,,,,,,,,
2475000,SW-16-58-24-4,58201 RGE RD 244,158.00,Acres,Sturgeon County,AGRICULTURE,0025095143,3.00,Acres,2014,"356,910",,Range Road 244,,Alberta,Division No. 11,Canada,T8T 0N4,53.861864,-113.520905
2475001,SW-16-58-24-4,58209 RGE RD 244,2.00,Acres,Sturgeon County,AGRICULTURE,0025095151,2.00,Acres,2014,"315,310",,Range Road 244,,Alberta,Division No. 11,Canada,T8T 0N4,53.861864,-113.520905
2476000,NW-16-58-24-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"17,480",,,,,,,,,
2477000,NE-16-58-24-4,,158.56,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"16,890",,,,,,,,,
2478000,SE-17-58-24-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"33,660",,,,,,,,,
2479000,SW-17-58-24-4,24422 TWP RD 582,157.55,Acres,Sturgeon County,AGRICULTURE,0022434682,3.00,Acres,2014,"397,090",,Township Road 582,,Alberta,Division No. 11,Canada,,54.0072601,-113.483822
2479001,SW-17-58-24-4,,2.45,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,610,,,,,,,,,
2480000,NW-17-58-24-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"39,330",,,,,,,,,
2481000,NE-17-58-24-4,58226 RGE RD 244,160.00,Acres,Sturgeon County,AGRICULTURE,0023181457,3.00,Acres,2014,"176,450",,Range Road 244,,Alberta,Division No. 11,Canada,T8T 0N4,53.861864,-113.520905
2483000,SE-18-58-24-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"38,140",,,,,,,,,
2484000,SW-18-58-24-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"28,130",,,,,,,,,
2485000,NW-18-58-24-4,RAP=C5150,156.72,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"42,450",,,,,,,,,
2485001,9524212 1 NW-18-58-24-4,58217 RGE RD 250,3.28,Acres,Sturgeon County,AGRICULTURE,0026516337,3.00,Acres,2014,"252,580",58217,Range Road 250,Legal,Alberta,Division No. 11,Canada,T0G 1L0,53.8114843,-113.5705821
2486000,NE-18-58-24-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"42,670",,,,,,,,,
2706000,NE-11-54-25-4,,49.10,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"1,550",,,,,,,,,
2706001,7921817 A NE-11-54-25-4,25116 TWP RD 541A,6.34,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0012699773,6.34,Acres,2014,"317,360",,Township Road 541,Fort Saskatchewan,Alberta,Division No. 11,Canada,T8L 4A2,53.6432174,-113.273145
2707000,6534ET NW-12-54-25-4,,6.49,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,6.49,Acres,2014,"6,370",,,,,,,,,
2709010,0426481 1 6,,73.76,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"20,120",,,,,,,,,
2709001,NW-12-54-25-4,,0.00,Acres,Sturgeon County,AGRICULTURE,,,Acres,2014,"18,290",,,,,,,,,
2709002,9820481 1 NE-12-54-25-4,54124 RGE RD 250,4.99,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0027365148,3.00,Acres,2014,"896,040",54124,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0P9,53.7275708,-113.5705711
2709003,NE-12-54-25-4,25015 TWP RD 542,6.49,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0023956642,3.00,Acres,2014,"633,880",25015,Township Road 542,,Alberta,Division No. 11,Canada,,53.6579148,-113.5530896
2709004,NE-12-54-25-4,,69.65,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"21,300",,,,,,,,,
2709005,NE-12-54-25-4,"L1118 LALA, KAMTA & PRABHA",75.01,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"18,050",,,,,,,,,
2709006,0121871 1 1,,4.47,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,4.47,Acres,2014,"421,610",,,,,,,,,
2710000,SE-13-54-25-4,,154.87,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"42,480",,,,,,,,,
2710001,6534ET RLY 54 SE-13-54-25-4,,3.66,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,3.66,Acres,2014,"29,340",,,,,,,,,
2711000,SW-13-54-25-4,,120.00,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"35,910",,,,,,,,,
2712000,SW-13-54-25-4,,40.00,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"11,470",,,,,,,,,
2712001,NW-13-54-25-4,,120.00,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"31,240",,,,,,,,,
2713000,NE-13-54-25-4,,74.08,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"21,310",,,,,,,,,
2714000,6282MC 1 NE-13-54-25-4,1 54220 RGE RD 250,3.00,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0016186090,3.00,Acres,2014,"523,180",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2715000,6282MC 2 NE-13-54-25-4,3 54220 RGE RD 250,3.00,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0016186108,3.00,Acres,2014,"521,630",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2716000,6282MC 3 NE-13-54-25-4,5 54220 RGE RD 250,3.00,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0012301644,3.00,Acres,2014,"571,750",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2717000,6282MC 4 NE-13-54-25-4,7 - 54220 RGE RD 250,1.62,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,,1.62,Acres,2014,"490,300",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2718000,6282MC 5 NE-13-54-25-4,11 54220 RGE RD 250,1.49,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0026474163,1.49,Acres,2014,"406,280",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2718001,6282MC 5 EPT NE-13-54-25-4,9 54220 RGE RD 250,1.50,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0026474171,1.50,Acres,2014,"700,890",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2719000,6282MC 6 NE-13-54-25-4,13 54220 RGE RD 250,3.00,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0016184491,3.00,Acres,2014,"587,570",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2720000,6282MC 7 NE-13-54-25-4,15A - 54220 RGE RD 250,1.63,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,,1.63,Acres,2014,"663,850",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2721000,6282MC 8R,,5.00,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,,5.00,Acres,2014,"367,760",,,,,,,,,
2722000,4208NY 10R,,5.05,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,,5.05,Acres,2014,"368,610",,,,,,,,,
2723000,4208NY 11 NE-13-54-25-4,21 54220 RGE RD 250,3.08,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0010381614,3.08,Acres,2014,"583,460",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2724000,4208NY 12E NE-13-54-25-4,25 54220 RGE RD 250,1.54,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0026617506,1.54,Acres,2014,"429,030",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2724001,4208NY 12W NE-13-54-25-4,23 54220 RGE RD 250,1.54,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0026617514,1.54,Acres,2014,"503,570",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2725000,4208NY 13 NE-13-54-25-4,27 54220 RGE RD 250,3.08,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0018289496,3.08,Acres,2014,"515,380",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2726000,1324936 2 14A NE-13-54-25-4,29 54220 RGE RD 250,1.53,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0035917632,1.53,Acres,2014,"504,530",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2727000,0725924 2 15A NE-13-54-25-4,31 54220 RGE RD 250,2.04,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0032498289,2.04,Acres,2014,"626,700",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2728000,5885NY 16A NE-13-54-25-4,33 54222 RGE RD 250,2.90,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0016509169,2.90,Acres,2014,"729,960",33,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.6673339,-113.542351
2729000,5885NY 16B NE-13-54-25-4,35 54220 RGE RD 250,2.81,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0016537319,2.81,Acres,2014,"318,610",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2730000,4208NY 17 NE-13-54-25-4,2 54220 RGE RD 250,3.24,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0018289504,3.00,Acres,2014,"498,310",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2731000,4208NY 18 NE-13-54-25-4,4 54220 RGE RD 250,3.10,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0018289512,3.10,Acres,2014,"521,850",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2732000,1221314 1 19B NE-13-54-25-4,6 - 54220 RGE RD 250,1.73,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,,1.73,Acres,2014,"677,420",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2733000,4208NY 20 NE-13-54-25-4,8 54220 RGE RD 250,1.54,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0030835236,1.54,Acres,2014,"497,650",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2734000,4208NY 21 NE-13-54-25-4,10 54220 RGE RD 250,3.08,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0010732600,3.08,Acres,2014,"728,080",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2735000,4208NY 22 NE-13-54-25-4,14 54220 RGE RD 250,3.35,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0018406223,3.35,Acres,2014,"784,770",54220,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.66670689999999,-113.5430692
2736000,S 1/2 8 & LSD 1&,,89.53,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"24,530",,,,,,,,,
2737000,LSD8 N 1/ NE PT,,20.00,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"5,390",,,,,,,,,
2739000,NW-15-54-25-4,,2.51,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,100,,,,,,,,,
2739001,SW-22-54-25-4,,1.37,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,50,,,,,,,,,
2750000,NW-17-54-25-4,54219 RGE RD 255,80.00,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0013465051,3.00,Acres,2014,"673,660",54219,Range Road 255,Slave Lake,Alberta,Division No. 11,Canada,,53.7221856,-113.6944642
2751000,9022690 A NW-17-54-25-4,54225 RGE RD 255,3.60,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0015293491,3.00,Acres,2014,"554,750",54225,Range Road 255,Slave Lake,Alberta,Division No. 11,Canada,,53.7221856,-113.6944642
2754000,SW-18-54-25-4,"1, 2, 3 54213 RGE RD 260",1.08,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0031604481,0.00,Acres,2014,30,,Range Road 260,,Alberta,Division No. 11,Canada,,53.6788929,-113.6847346
2755000,NW-18-54-25-4,26001 TWP RD 543,160.00,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"32,310",,Township Road 543,,Alberta,Division No. 11,Canada,,53.6724932,-113.8242763
2756000,9722351 2 NE-18-54-25-4,54230 RGE RD 255,78.09,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0027110964,3.00,Acres,2014,"430,530",54230,Range Road 255,Slave Lake,Alberta,Division No. 11,Canada,,53.7221856,-113.6944642
2756001,NE-18-54-25-4,54218 RGE RD 255,2.47,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0010238723,2.47,Acres,2014,"732,550",54218,Range Road 255,Slave Lake,Alberta,Division No. 11,Canada,,53.7221856,-113.6944642
2756002,9620515 1 NE-18-54-25-4,54232 RGE RD 255,2.47,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0026649939,2.47,Acres,2014,"609,500",54232,Range Road 255,Slave Lake,Alberta,Division No. 11,Canada,,53.7221856,-113.6944642
2756003,NE-18-54-25-4,,76.97,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"20,720",,,,,,,,,
2757000,SE-19-54-25-4,54314 RGE RD 255,37.53,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0029405538,4.00,Acres,2014,"1,095,970",54314,Range Road 255,Slave Lake,Alberta,Division No. 11,Canada,,53.7221856,-113.6944642
2757001,SE-19-54-25-4,54312 RGE RD 255,121.00,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,3.00,Acres,2014,"770,550",54312,Range Road 255,Slave Lake,Alberta,Division No. 11,Canada,,53.7221856,-113.6944642
2757002,0224421 1 1 SE-19-54-25-4,54316 RGE RD 255,2.47,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0029405546,2.47,Acres,2014,"1,067,840",54316,Range Road 255,Slave Lake,Alberta,Division No. 11,Canada,,53.7221856,-113.6944642
2758000,SW-19-54-25-4,,79.55,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"14,580",,,,,,,,,
2759000,SW-19-54-25-4,,2.99,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,2.99,Acres,2014,"338,910",,,,,,,,,
2760000,SW-19-54-25-4,54313 RGE RD 260,26.65,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0019330258,5.00,Acres,2014,"825,370",54313,Range Road 260,Rivière Qui Barre,Alberta,Division No. 11,Canada,T0G 1Y0,53.8237614,-113.7194223
2760001,NW-19-54-25-4,,39.14,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"10,130",,,,,,,,,
2760002,9423683 1 NW-19-54-25-4,54317 RGE RD 260,6.30,Acres,Sturgeon County,AGRICULTURE,0026239681,3.00,Acres,2014,"669,850",54317,Range Road 260,Rivière Qui Barre,Alberta,Division No. 11,Canada,T0G 1Y0,53.8237614,-113.7194223
2761001,8421079 1 NW-19-54-25-4,54323 RGE RD 260,57.82,Acres,Sturgeon County,AGRICULTURE,0035447580,3.00,Acres,2014,"639,080",54323,Range Road 260,Rivière Qui Barre,Alberta,Division No. 11,Canada,T0G 1Y0,53.8237614,-113.7194223
2762000,8722561 2 NE-19-54-25-4,25513 TWP RD 544,40.77,Acres,Sturgeon County,AGRICULTURE,0029014289,6.00,Acres,2014,"717,220",25513,Township Road 544,,Alberta,Division No. 11,Canada,,53.6871197,-113.6684991
2762001,8722561 3 NE-19-54-25-4,25505 TWP RD 544,38.90,Acres,Sturgeon County,AGRICULTURE,0029654613,3.00,Acres,2014,"543,440",25505,Township Road 544,,Alberta,Division No. 11,Canada,,53.6871197,-113.6684991
2762002,8722561 4 NE-19-54-25-4,"1, 2, 3 54318 RGE RD 255",71.66,Acres,Sturgeon County,AGRICULTURE,0010694157,3.00,Acres,2014,"694,760",,Range Road 255,Legal,Alberta,Division No. 11,Canada,T0G 1L0,53.9636577,-113.6944505
2762003,0124438 5 NE-19-54-25-4,25509 TWP RD 544,2.47,Acres,Sturgeon County,AGRICULTURE,0029014297,2.47,Acres,2014,"651,450",25509,Township Road 544,,Alberta,Division No. 11,Canada,,53.6871197,-113.6684991
